SRC,MULT,VBAT,VPOW
15.340, 15.338, 15.323, 15.341
15.350, 15.338, 15.333, 15.342
15.360, 15.354, 15.348, 15.350
15.370, 15.368, 15.367, 15.363
15.380, 15.375, 15.377, 15.372
15.390, 15.387, 15.386, 15.380
15.400, 15.387, 15.384, 15.381
15.410, 15.403, 15.397, 15.411
15.420, 15.416, 15.413, 15.416
15.430, 15.424, 15.429, 15.415
15.440, 15.436, 15.435, 15.429
15.450, 15.443, 15.442, 15.448
15.460, 15.457, 15.459, 15.449
15.470, 15.466, 15.462, 15.469
15.480, 15.473, 15.464, 15.474
15.490, 15.485, 15.472, 15.483
15.500, 15.493, 15.493, 15.493
15.510, 15.506, 15.506, 15.505
15.520, 15.515, 15.514, 15.511
15.530, 15.526, 15.528, 15.533
15.540, 15.535, 15.538, 15.534
15.550, 15.543, 15.546, 15.544
15.560, 15.556, 15.552, 15.550
15.570, 15.565, 15.578, 15.561
15.580, 15.576, 15.582, 15.576
15.590, 15.584, 15.590, 15.583
15.600, 15.598, 15.598, 15.597
15.610, 15.606, 15.604, 15.602
15.620, 15.614, 15.613, 15.619
15.630, 15.625, 15.620, 15.625
15.640, 15.634, 15.629, 15.636
15.650, 15.647, 15.643, 15.648
15.660, 15.655, 15.666, 15.655
15.670, 15.664, 15.671, 15.656
15.680, 15.674, 15.671, 15.681
15.690, 15.683, 15.677, 15.692
15.700, 15.697, 15.683, 15.682
15.710, 15.704, 15.709, 15.708
15.720, 15.716, 15.715, 15.714
15.730, 15.724, 15.729, 15.731
15.740, 15.733, 15.722, 15.737
15.750, 15.746, 15.743, 15.748
15.760, 15.753, 15.754, 15.755
15.770, 15.766, 15.763, 15.761
15.780, 15.773, 15.771, 15.773
15.790, 15.786, 15.785, 15.794
15.800, 15.796, 15.795, 15.797
15.810, 15.804, 15.804, 15.802
15.820, 15.815, 15.810, 15.812
15.830, 15.823, 15.812, 15.823
15.840, 15.837, 15.832, 15.841
15.850, 15.845, 15.840, 15.853
15.860, 15.853, 15.855, 15.852
15.870, 15.865, 15.868, 15.863
15.880, 15.873, 15.881, 15.871
15.890, 15.886, 15.886, 15.882
15.900, 15.895, 15.891, 15.893
15.910, 15.906, 15.901, 15.906
15.920, 15.914, 15.919, 15.914
15.930, 15.922, 15.923, 15.922
15.940, 15.937, 15.934, 15.931
15.950, 15.945, 15.942, 15.941
15.960, 15.956, 15.960, 15.948
15.970, 15.965, 15.964, 15.967
15.980, 15.978, 15.970, 15.976
15.990, 15.986, 15.982, 15.979
